,Date,Price
1445,08/17/1997,923.5
1446,08/10/1997,900.8
1447,08/03/1997,933.5
1448,07/27/1997,947.1
1449,07/20/1997,938.8
1450,07/13/1997,915.3
1451,07/06/1997,916.7
1452,06/29/1997,916.9
1453,06/22/1997,887.3
1454,06/15/1997,898.7
1455,06/08/1997,893.3
1456,06/01/1997,858.0
1457,05/25/1997,848.3
1458,05/18/1997,847.0
1459,05/11/1997,829.8
1460,05/04/1997,824.8
1461,04/27/1997,813.0
1462,04/20/1997,765.4
1463,04/13/1997,766.3
1464,04/06/1997,737.6
1465,03/30/1997,757.9
1466,03/23/1997,773.9
1467,03/16/1997,784.1
1468,03/09/1997,793.2
1469,03/02/1997,805.0
1470,02/23/1997,790.8
1471,02/16/1997,801.8
1472,02/09/1997,808.5
1473,02/02/1997,789.6
1474,01/26/1997,786.2
1475,01/19/1997,770.5
1476,01/12/1997,776.2
1477,01/05/1997,759.5
1478,12/29/1996,748.0
1479,12/22/1996,756.8
1480,12/15/1996,748.9
1481,12/08/1996,728.6
1482,12/01/1996,739.6
1483,11/24/1996,757.0
1484,11/17/1996,748.7
1485,11/10/1996,737.6
1486,11/03/1996,730.8
1487,10/27/1996,703.8
1488,10/20/1996,700.9
1489,10/13/1996,710.8
1490,10/06/1996,700.7
1491,09/29/1996,701.5
1492,09/22/1996,686.2
1493,09/15/1996,687.0
1494,09/08/1996,680.5
1495,09/01/1996,655.7
1496,08/25/1996,652.0
1497,08/18/1996,667.0
1498,08/11/1996,665.2
1499,08/04/1996,662.1
1500,07/28/1996,662.5
1501,07/21/1996,635.9
1502,07/14/1996,638.7
1503,07/07/1996,646.2
1504,06/30/1996,657.4
1505,06/23/1996,670.6
1506,06/16/1996,666.8
1507,06/09/1996,665.9
1508,06/02/1996,673.3
1509,05/26/1996,669.1
1510,05/19/1996,678.5
1511,05/12/1996,668.9
1512,05/05/1996,652.1
1513,04/28/1996,641.6
1514,04/21/1996,653.5
1515,04/14/1996,645.1
1516,04/07/1996,636.7
1517,03/31/1996,655.9
1518,03/24/1996,645.5
1519,03/17/1996,650.6
1520,03/10/1996,641.4
1521,03/03/1996,633.5
1522,02/25/1996,644.4
1523,02/18/1996,659.1
1524,02/11/1996,648.0
1525,02/04/1996,656.4
1526,01/28/1996,635.8
1527,01/21/1996,621.6
1528,01/14/1996,611.8
1529,01/07/1996,601.8
1530,12/31/1995,616.7
1531,12/24/1995,615.9
1532,12/17/1995,612.0
1533,12/10/1995,616.3
1534,12/03/1995,617.5
1535,11/26/1995,607.0
1536,11/19/1995,600.0
1537,11/12/1995,600.1
1538,11/05/1995,592.7
1539,10/29/1995,590.6
1540,10/22/1995,579.7
1541,10/15/1995,587.5
1542,10/08/1995,584.5
1543,10/01/1995,582.5
1544,09/24/1995,584.4
1545,09/17/1995,581.7
1546,09/10/1995,583.4
1547,09/03/1995,572.7
1548,08/27/1995,563.8
1549,08/20/1995,560.1
1550,08/13/1995,559.2
1551,08/06/1995,555.1
1552,07/30/1995,558.9
1553,07/23/1995,562.9
1554,07/16/1995,553.6
1555,07/09/1995,559.9
1556,07/02/1995,556.4
1557,06/25/1995,544.8
1558,06/18/1995,549.7
1559,06/11/1995,539.8
1560,06/04/1995,527.9
1561,05/28/1995,532.5
1562,05/21/1995,523.6
1563,05/14/1995,519.2
1564,05/07/1995,525.5
1565,04/30/1995,520.1
1566,04/23/1995,514.7
1567,04/16/1995,508.5
1568,04/09/1995,509.2
1569,04/02/1995,506.4
1570,03/26/1995,500.7
1571,03/19/1995,501.0
1572,03/12/1995,495.5
1573,03/05/1995,489.6
1574,02/26/1995,485.4
1575,02/19/1995,488.1
1576,02/12/1995,482.0
1577,02/05/1995,481.5
1578,01/29/1995,478.6
1579,01/22/1995,470.4
1580,01/15/1995,464.8
1581,01/08/1995,466.0
1582,01/01/1995,460.7
1583,12/25/1994,459.3
1584,12/18/1994,459.8
1585,12/11/1994,458.8
1586,12/04/1994,447.0
1587,11/27/1994,453.3
1588,11/20/1994,452.3
1589,11/13/1994,461.5
1590,11/06/1994,462.4
1591,10/30/1994,462.3
1592,10/23/1994,473.8
1593,10/16/1994,464.9
1594,10/09/1994,469.1
1595,10/02/1994,455.1
1596,09/25/1994,462.7
1597,09/18/1994,459.7
1598,09/11/1994,471.2
1599,09/04/1994,468.2
1600,08/28/1994,471.0
1601,08/21/1994,473.8
1602,08/14/1994,463.7
1603,08/07/1994,461.9
1604,07/31/1994,457.1
1605,07/24/1994,458.3
1606,07/17/1994,453.1
1607,07/10/1994,454.2
1608,07/03/1994,449.6
1609,06/26/1994,446.2
1610,06/19/1994,442.8
1611,06/12/1994,458.4
1612,06/05/1994,458.7
1613,05/29/1994,460.1
1614,05/22/1994,457.3
1615,05/15/1994,454.9
1616,05/08/1994,444.1
1617,05/01/1994,447.8
1618,04/24/1994,450.9
1619,04/17/1994,447.6
1620,04/10/1994,446.2
1621,04/03/1994,447.1
1622,03/27/1994,445.8
1623,03/20/1994,460.6
1624,03/13/1994,471.1
1625,03/06/1994,466.4
1626,02/27/1994,464.7
1627,02/20/1994,466.1
1628,02/13/1994,467.7
1629,02/06/1994,470.2
1630,01/30/1994,469.8
1631,01/23/1994,478.7
1632,01/16/1994,474.7
1633,01/09/1994,474.9
1634,01/02/1994,469.9
1635,12/26/1993,466.4
1636,12/19/1993,467.4
1637,12/12/1993,466.4
1638,12/05/1993,463.9
1639,11/28/1993,464.9
1640,11/21/1993,463.1
1641,11/14/1993,462.6
1642,11/07/1993,465.4
1643,10/31/1993,459.6
1644,10/24/1993,467.8
1645,10/17/1993,463.3
1646,10/10/1993,469.5
1647,10/03/1993,460.3
1648,09/26/1993,461.3
1649,09/19/1993,457.6
1650,09/12/1993,458.8
1651,09/05/1993,461.7
1652,08/29/1993,461.3
1653,08/22/1993,460.5
1654,08/15/1993,456.2
1655,08/08/1993,450.1
1656,08/01/1993,448.7
1657,07/25/1993,448.1
1658,07/18/1993,447.1
1659,07/11/1993,445.8
1660,07/04/1993,448.1
1661,06/27/1993,445.8
1662,06/20/1993,447.6
1663,06/13/1993,443.7
1664,06/06/1993,447.3
1665,05/30/1993,450.1
1666,05/23/1993,450.2
1667,05/16/1993,445.8
1668,05/09/1993,439.6
1669,05/02/1993,442.3
1670,04/25/1993,440.2
1671,04/18/1993,437.0
1672,04/11/1993,448.9
1673,04/04/1993,441.8
1674,03/28/1993,441.4
1675,03/21/1993,447.8
1676,03/14/1993,450.2
1677,03/07/1993,449.8
1678,02/28/1993,446.1
1679,02/21/1993,443.4
1680,02/14/1993,434.2
1681,02/07/1993,444.6
1682,01/31/1993,448.9
1683,01/24/1993,438.8
1684,01/17/1993,436.1
1685,01/10/1993,437.1
1686,01/03/1993,429.1
1687,12/27/1992,435.7
1688,12/20/1992,439.8
1689,12/13/1992,441.3
1690,12/06/1992,433.7
1691,11/29/1992,432.1
1692,11/22/1992,430.2
1693,11/15/1992,426.6
1694,11/08/1992,422.4
1695,11/01/1992,417.6
1696,10/25/1992,418.7
1697,10/18/1992,414.1
1698,10/11/1992,411.7
1699,10/04/1992,402.7
1700,09/27/1992,410.5
1701,09/20/1992,414.4
1702,09/13/1992,422.9
1703,09/06/1992,419.6
1704,08/30/1992,417.1
1705,08/23/1992,414.8
1706,08/16/1992,414.9
1707,08/09/1992,419.9
1708,08/02/1992,418.9
1709,07/26/1992,424.2
1710,07/19/1992,411.6
1711,07/12/1992,415.6
1712,07/05/1992,414.6
1713,06/28/1992,411.8
1714,06/21/1992,403.4
1715,06/14/1992,403.7
1716,06/07/1992,409.8
1717,05/31/1992,413.5
1718,05/24/1992,415.4
1719,05/17/1992,414.0
1720,05/10/1992,410.1
1721,05/03/1992,416.1
1722,04/26/1992,412.5
1723,04/19/1992,409.0
1724,04/12/1992,416.1
1725,04/05/1992,404.3
1726,03/29/1992,401.6
1727,03/22/1992,403.5
1728,03/15/1992,411.3
1729,03/08/1992,405.8
1730,03/01/1992,404.4
1731,02/23/1992,412.7
1732,02/16/1992,411.5
1733,02/09/1992,412.5
1734,02/02/1992,411.1
1735,01/26/1992,408.8
1736,01/19/1992,415.5
1737,01/12/1992,418.9
1738,01/05/1992,415.1
